english;polish
bin;wiadro na śmieci
binary;binarny
bind;wiązać
binder;skoroszyt
binding;obowiązujący
binge;iść w rejs
binoculars;lornetka
biographer;biograf
biographical;biograficzny
biography;biografia
biological;biologiczny
biologist;biolog
biology;biologia
birch;brzoza
bird;ptak
birdcage;klatka na ptaki
biro;długopis
birth;narodziny
birthday;urodziny
birthplace;miejsce urodzenia
biscuit;herbatnik
bisect;przecinać
bishop;biskup
bishopric;biskupstwo
bison;bizon
bistro;bistro
bitch;suka
bite;gryźć
biting;przenikliwy
bitter;gorzki
bizarre;dziwaczny
book;księga
black;czarny
blackberry;jeżyna
blackbird;kos
blackboard;tablica szkolna
blackcurrant;czarna porzeczka
blacken;czernić
blackish;czarniawy
blackmail;szantaż
blackmailer;szantażysta
blackout;zaciemnienie
blacksmith;kowal
bladder;pęcherz
blade;ostrze
blame;robić zarzuty
blameless;bez zarzutu
blanch;wybielić
bland;bez wyrazu
blank;czysty
blanket;koc
blare;ryczeć
blasé;zblazowany
blaspheme;bluźnić
blasphemous;bluźnierczy
blasphemy;bluźnierstwo
blast;wybuch
blasted;cholerny
blast-off;start
blatant;bezwstydny
blaze;płonąć
blazer;marynarka
blazing;rozpalony od upału
building;budynek
bleach;bielić
bleak;ponury
bleary;załzawiony
bleat;beczeć
bleed;krwawić
bleeding;krwawienie
blemish;skaza
blend;mieszać
blender;mikser
bless;błogosławić
blessed;błogosławiony
blessing;błogosławieństwo
blight;nieszczęście
blind;ślepy
blindfold;przepaska na oczy
blindfolded;z zawiązanymi oczami
blindly;na oślep
blindness;ślepota
blink;mrugać
blinkered;zaślepiony
blinkers;końskie okulary
bliss;błogość
blissful;błogi
blister;pęcherz
blistering;rozpalony
blithe;beztroski
blizzard;zamieć śnieżna
bloated;rozdęty
blob;plama
bloc;blok
blockade;blokada
blockage;zatkanie
bloke;facet
blond;blond
blood;krew
bloodbath;krwawa łaźnia
bloodcurdling;mrożący krew w żyłach
bloodless;bezkrwisty
bloodshed;rozlanie krwi
bloodshot;nabiegły krwią
bloodstained;skrwawiony
bloodstream;krwiobieg
bloodthirsty;krwiożerczy
bloody;krwawy
bloody-minded;złośliwy
bloom;kwiat
blossom;kwiat
blot;kleks
blotch;plama
blotchy;plamisty
blotting paper;bibuła
blouse;bluzka
blow-by-blow;szczegółowy opis
bludgeon;pałka
blue;niebieski
bluebell;dzwonek
blue-black;granatowy
bluebottle;mucha końska plujka
blue-collar;fizyczny
blueprint;plan
bluff;blef
bluish;niebieskawy
blunder;popełniać poważny błąd
blunt;zaokrąglony
blur;rozmyta plama
blurred;zamazany
blush;rumienić się
bluster;rzucać się
blustery;ostry
boulevard;bulwar
British Medical Association;Brytyjskie Towarzystwo Medyczne
body odour;zapach ciała smród
boar;knur
board;deska
boarder;pensjonariusz
boarding;deski
boardroom;sala posiedzeń zarządu
boast;przechwalać się
boastful;chełpliwy
boat;łódź
boating;żeglarstwo
boatswain;bosman
bob;podskakiwać na wodzie
bobbin;szpulka
bobby;policjant
bob-sleigh;bobslej
bode;być złym znakiem
bodice;stan
bodily;cielesny
body;ciało
bodyguard;ochrona
bodywork;karoseria
bog;bagno
boggle;być nie do pojęcia
bogus;podrabiany
Bohemia;Czechy
Bohemian;czeski
boil;gotować się
boiler;kocioł centralnego ogrzewania
boisterous;żywiołowy
bold;odważny
bollard;słupek
bolster;poprawić
bolt;śruba
bomb;bomba
bombard;bombardować
bombardment;ostrzał
bombastic;pompatyczny
bomber;bombowiec
bombshell;bomba
bona fide;prawdziwy
bonanza;złota żyła
bond;spajać
bondage;zniewolenie
bone;kość
bonfire;ognisko
bonhomie;jowialność
bonnet;czapka
bonny;niebrzydki
bonus;premia
bony;kościsty
boo;wygwizdywać
boob;cycek
boo-boo;idiotyczny błąd
booby prize;nagroda dla najgorszego
booby-trap;mina pułapka
book;książka
bookcase;biblioteczka
booked;zarezerwowany
booking;rezerwacja
bookish;uczony
bookkeeping;księgowość
booklet;książeczka
bookmaker;buchmacher
bookmark;zakładka
bookseller;księgarz
bookshelf;biblioteczka
bookshop;księgarnia
bookstall;kiosk
bookstore;księgarnia
bookworm;mól książkowy
boom;boom
boomerang;bumerang
boon;dobrodziejstwo
boor;prostak
boorish;prostacki
boost;zwiększać
boot;but
booth;budka telefoniczna
bootstrap;ładować
booty;łup
booze;wóda
boozer;pijak
boozy;wstawiony
bop;przytup
border;granica
borderline;graniczny
bore;wiercić
boredom;nuda
born;urodzony
borough;okręg miejski
borrow;pożyczać
borrower;kredytobiorca
borstal;dom poprawczy
bosom;łono
bossy;władczy
bosun;bosman
botanic;botaniczny
botanical;botaniczny
botanist;botanik
botany;botanika
botch;schrzanić
both;obaj
bother;niepokoić
bottle;butelka
bottom;spód
bottomless;bezdenny
bough;konar
boulder;skała
boulevard;bulwar
bounce;odbicie się
bouncer;bramkarz
bouncy;energiczny
boundary;granica
boundless;bezgraniczny
bounds;granice
bounty;hojność
bouquet;bukiet
bourgeois;mieszczański
bourgeoisie;burżuazja
bout;napad
bowel;jelito
bowl;miska
bow-legged;krzywonogi
bowler;melonik
bowling;kręgle
box;pudełko
boxer;bokser
boxing;boks
boy;chłopiec
boycott;bojkot
boyfriend;chłopak
boyhood;okres chłopięcy
boyish;chłopięcy
British Rail;Koleje Brytyjskie
Br.;Brytania
bra;stanik
brace;zebrać się w sobie
bracelet;bransoletka
bracing;pobudzający
bracken;paproć orlica
bracket;nawias
brag;przechwalać się
braid;taśma z oplotem
Braille;brajl
brain;mózg
brainchild;oryginalny pomysł
brainless;bezmózgi
brainstorm;zaćmienie umysłu
brainwash;urabiać kogoś
brainwashing;pranie mózgu
brainwave;olśnienie
brainy;z głową
brake;hamulec
branch;konar
brand;marka
brandish;wywijać
brand-new;fabrycznie nowy
brandy;brandy
brash;nachalny
brass;mosiądz
brassiere;biustonosz
brat;bachor
bravado;brawura
brave;odważny
bravery;odwaga
bravo;brawo
brawl;bójka
brawn;mięśnie
brawny;krzepki
bray;ryczeć jak osioł
brazen;bezczelny
brazier;żelazny kosz
breach;łamać
bread;chleb
breadcrumbs;bułka tarta
breadline;znajdować się pod kreską
breadth;szerokość
breadwinner;żywiciel rodziny
break;rozbijać
breakable;kruchy
breakage;stłuczenie
breakaway;rozłamowy
breakdown;rozpad
breaker;fala
breakfast;śniadanie
break-in;włamanie
breakneck;karkołomny
breakthrough;przełom
break-up;rozpad
breakwater;falochron
breast;pierś
breastbone;mostek
breaststroke;żabka
breath;oddech
breathalyser;alkoholomierz
breathalyze;badać trzeźwość kierowcy
breathe;oddychać
breather;odetchnienie
breathless;zadyszany
breathtaking;zapierający dech
breeches;bryczesy
breed;hodować
breeding;wychowanie
breeze;bryza
breezy;przewiewny
brethren;bracia
brevity;krótkotrwałość
brew;parzyć
brewer;piwowar
brewery;browar
briar;dzika róża
bribe;łapówka
bribery;łapownictwo
bric-a-brac;drobiazgi
brick;cegła
bricklayer;murarz
brickwork;murarstwo
bridal;ślubny
bride;panna młoda
bridegroom;pan młody
bridesmaid;druhna
bridge;most
bridle;ogłowie
brief;krótki
briefcase;aktówka
briefing;instruktaż
briefly;krótko
brigade;brygada
brigadier;brygadier
bright;jasny
brighten;rozjaśniać się
brilliance;talent
brilliant;błyskotliwy
brim;rondo
brine;solanka
brisk;energiczny
bristle;szczecina
bristly;szczeciniasty
Brit;Angol
Brit.;Brytania
Britain;Brytania
britches;bryczesy
British;brytyjski
Britisher;Brytyjczyk
Briton;Brytyjczyk
brittle;łamliwy
Bro;brat
broach;poruszać
broad;szeroki
broadcast;nadawać
broadcaster;dziennikarz
broaden;poszerzać się
broadly;w zasadzie
broadminded;tolerancyjny
brocade;brokat
broccoli;brokuły
brochure;broszura
broil;piec na ruszcie
broke;goły
broken;rozbity
broken-down;zepsuty
broken-hearted;ze złamanym sercem
broker;makler
bronchial tubes;oskrzela
bronchitis;bronchit
bronze;brąz
bronzed;pięknie opalony
brooch;broszka
brood;lęg
brooding;groźny
broody;zadumany
brook;strumień
broom;miotła
broomstick;kij od miotły
Bros;bracia
broth;bulion
brothel;burdel
brother;brat
brotherhood;braterstwo
brother-in-law;szwagier
brotherly;braterski
brow;brew
browbeat;zmuszać używając presji moralnej
brown;brązowy
brownish;brązowawy
browse;przeglądać
bruise;siniak
brunette;brunetka
brunt;brać ciężar
brush;pędzel
brushwood;chrust
brusque;szorstki w obejściu
Brussels;Bruksela
brutal;brutalny
brutality;brutalność
brutalize;czynić bezwzględnym
brute;zwierzę
brutish;zwierzęcy
BSc;bakałarz nauk przyrodniczych
British Standards Institution;Brytyjski Komitet Normalizacyjny
British Summer Time;letni czas w Wielkiej Brytanii
bubble;bańka
bubbly;z bąbelkami
buck;samiec
bucket;wiadro
bucketful;wiadro
buckle;klamra
bud;pączek
Buddhism;buddyzm
Buddhist;buddysta
budding;w zarodku
buddy;kumpel
budge;odstępować
budgerigar;papużka falista
budget;budżet
budgetary;budżetowy
budgie;papużka falista
buff;beżowy
buffalo;bawół
buffer;strefa buforowy
buffet;bić
buffoon;bufon
bugle;trąbka sygnałówka
build;budować
builder;budowlaniec
building;budynek
build-up;rozbudowa
built;zbudowany
built-in;wbudowany
built-up;zabudowany
bulb;cebulka
bulbous;bulwiasty
Bulgaria;Bułgaria
Bulgarian;bułgarski
bulge;sterczeć
bulk;masa
bulky;obszerny
bull;byk
bulldog;buldog
bulldoze;zburzyć spychaczem
bulldozer;spychacz
bullet;pocisk
bulletin;wiadomości
bullet-proof;kuloodporny
bullfight;corrida
bullion;sztaby złota
bullock;wół
bull's-eye;środek tarczy strzelniczej
bully;despota
bulrush;pałka szerokolistna
bulwark;osłona
bum;włóczęga
bumble;plątać się
bumblebee;trzmiel
bump;wpadać
bumper;zderzak
bumptious;nadęty
bumpy;wyboisty
bun;bułka słodka
bundle;tobół
bung;szpunt
bungalow;bungalow
bungle;partaczyć
bunion;odcisk
bunk;koja
bunker;bunkier
bunny;króliczek
bunting;wimpel
buoy;boja
buoyancy;pływalność
buoyant;pływający
burble;pluskać
burden;ciężar
bureau;sekretarzyk
bureaucracy;administracja
bureaucrat;urzędnik
bureaucratic;biurokratyczny
burglar;włamywacz
burglarize;włamywać się
burglary;włamanie
burgle;włamywać się
burial;pochówek
burly;zwalisty
burn;palić
burner;palnik
burning;palący się
burnish;polerować
burnt-out;wypalony
burp;bekać
burrow;nora
bursar;kwestor
bursary;stypendium
burst;pękać
bursting;pełen
bury;grzebać
bus;autobus
bush;krzak
bushy;krzaczasty
business;interes
businesslike;rzeczowy
businessman;biznesmen
businesswoman;biznesmenka
bust;rozwalać
bustle;krzątać się
busy;zajęty
busybody;wścibski
but;ale
butcher;rzeźnik
butchery;rzeź
butler;lokaj
butt;uchwyt
butter;masło
buttercup;jaskier
butterfly;motyl
buttock;pośladek
button;guzik
buttonhole;dziurka od guzika
buttress;przypora
buxom;pulchny
buy;kupować
buyer;nabywca
buzz;brzęczenie
buzzard;myszołów
buzzer;brzęczyk
bye;pa
bye-law;zarządzenie lokalne
by-election;wybory uzupełnaijące
Byelorussia;Białoruś
Byelorussian;białoruski
bygone;zeszły
by-law;zarządzenie lokalne
bypass;pomijać
byproduct;produkt uboczny
bystander;przechodzień
byte;bajt
byway;boczna droga
byword;hasło
cab;taksówka
cabaret;kabaret
cabbage;kapusta
cabin;kabina
cabinet;szafka
cable;lina
cache;tajny skład
cackle;gdakać
cacophony;kakofonia
cactus;kaktus
CAD;projektowanie wspomagane komputerowo
cadaver;trup
cadaverous;trupioblady
cadence;kadencja
cadet;kadet
cadge;wyciągać
Caesarean;cięcie cesarskie
café;kawiarnia
cafeteria;bar samoobsługowy
caffeine;kofeina
cage;klatka
cagey;tajemniczy
cahoots;w zmowie z
CAI;nauczanie wspomagane komputerowo
cajole;ugadać
cake;ciasto
caked;zastygły
cal;kaloria
calamitous;straszny
calamity;klęska
calcium;wapń
calculate;obliczać
calculation;obliczenie
calculator;kalkulator
calculus;rachunek
calendar;kalendarz
calf;cielę
calibre;kaliber
California;Kalifornia
caller;gość
calling;powołanie
callous;gruboskórny
calm;spokojny
Calor gas;butan gaz
calorie;kaloria
calve;cielić się
Cambodia;Kambodża
Cambodian;kambodżański
camel;wielbłąd
cameo;miniaturka
camera;aparat fotograficzny
cameraman;kamerzysta
camomile;rumianek
camouflage;kamuflaż
camp;obóz
campaign;kampania
camping;obozowanie
campsite;obozowisko
campus;kampus
Canada;Kanada
Canadian;kanadyjski
canal;kanał sztuczny
canary;kanarek
cancel;odwoływać
cancellation;odwołanie
Cancer;Rak
cancer;rak
candid;szczery
candidacy;kandydatura
candidate;kandydat
candied;kandyzowany
candle;świeca
candlestick;świecznik
candour;otwartość
candy;cukierek
cane;trzcina
canine;psi
canister;kanister
cannabis;haszysz
canned;puszkowany
cannibal;kanibal
cannibalize;rozbierać na części
cannon;armata
canny;chytry
canoe;kanoe
canoeing;kajakarstwo
canon;kanonik
canonize;kanonizować
canopy;baldachim
cantankerous;zrzędliwy
canteen;stołówka
canter;cwałować
canvas;płótno
canvass;zabiegać
canyon;kanion
cap;czapka
capability;zdolności
capable;zdolny
capacious;pojemny
capacity;pojemność
cape;przylądek
caper;kapar
capillary;naczynie włoskowate
capital;kapitał
capitalism;kapitalizm
capitalist;kapitalistyczny
capitalistic;kapitalistyczny
capitalize;korzystać
capitulate;poddawać się
capitulation;kapitulacja
caprice;kaprys
capricious;kapryśny
Capricorn;Koziorożec
capsize;wywracać się
capsule;kapsułka
Capt.;kpt.
captain;kapitan
caption;podpis
captivate;fascynować
captive;jeniec
captivity;niewola
capture;pojmanie
carafe;karafka
caramel;toffi
carat;karat
caravan;przyczepa kempingowa
caraway;kminek
carbohydrate;węglowodan
carbon;węgiel
carcass;ciało
card;karta
cardboard;tektura
cardiac;nasercowy
cardigan;sweter rozpinany
cardinal;kardynał
card-index;kartoteka
career;zawód
careers;zawodowy
carefree;beztroski
careful;ostrożny
careless;niedbały
caress;pieścić
caretaker;dozorca
cargo;ładunek
Caribbean;karaibski
caricature;karykatura
caring;troskliwy
carnage;rzeź
carnal;cielesny
carnation;goździk
carnival;karnawał
carnivore;zwierzę mięsożerne
carnivorous;mięsożerny
carol;kolęda
Carolina;Karolina
carp;karp
Carpathian;karpacki
carpenter;cieśla
carpentry;ciesielstwo
carpet;dywan
carriage;wagon
carried away;poniesiony
carrier;bagażnik
carrion;padlina
carrot;marchewka
carry;nosić
carrycot;torba
cart;wóz
cartilage;chrząstka
carton;karton
cartoon;komiks
cartridge;nabój
carve;rzeźbić
carving;rzeźba
cascade;kaskada
case;przypadek
cash;gotówka
cashier;kasjer
cashmere;kaszmir
casing;obudowa
casino;kasyno
cask;beczka
casket;skrzynka
casserole;garnek
cassette;kaseta
caste;kasta
castigate;ganić
casting;wybór obsady
cast-iron;żeliwny
castle;zamek
cast-off;przechodzony
castor;kółko
castrate;kastrować
castration;kastracja
casual;swobodny
casually;swobodnie
casualty;ofiara
cat;kot
cataclysm;kataklizm
catalogue;katalog
catalyst;katalizator
cataract;katarakta
catastrophe;katastrofa
catastrophic;katastroficzny
catcall;gwizd
catch;łapać
catchment area;dorzecze
catch-phrase;hasło dnia
catchy;chwytliwy
categorical;kategoryczny
categorize;kategoryzować
category;kategoria
cater;troszczyć się
caterer;dostawca
catering;dostawa żywności
caterpillar;gąsienica
Cath.;katolicki
cathedral;katedra
Catholic;katolik
Catholicism;katolicyzm
cattle;bydło
catty;zjadliwy
Caucasian;kaukaski
caucus;gremium
cauliflower;kalafior
causal;przyczynowy
causation;uwarunkowanie
cause;przyczyna
causeway;grobla
caustic;kaustyczny
caution;ostrożność
cautious;ostrożny
cavalier;nonszalancki
cavalry;kawaleria
cave;jaskinia
cavern;pieczara
cavernous;przepastny
caviare;kawior
cavity;jama
cavort;baraszkować
caw;krakać
CBC;radio kanadyjskie
CBS;Radio CBS
cc.;rozdziały
Cdr.;d-ca dowódca
cease;kończyć się
ceasefire;zawieszenie broni
ceaseless;bezustanny
cedar;cedr
cede;cedować
ceiling;sufit
celebrate;świętować
celebrated;uznawany
celebration;obchód
celebrity;znakomitość
celery;seler
celestial;niebiański
celibacy;celibat
celibate;bezżenny
cell;komórka
cellar;piwnica
cello;wiolonczela
cellophane;celofan
cellular;komórkowy
celluloid;celuloid
Celsius;Celsjusz
Celt;Celt
Celtic;celtycki
cement;cement
cemetery;cmentarz
censor;cenzorować
censorship;cenzura
censure;ganić
census;spis ludności
cent;cent
centenary;stulecie
centigrade;skala stustopniowa Celsjusza
centimetre;centymetr
centipede;stonoga
central;centralny
centralization;centralizacja
centralize;centralizować
centred;skupiony
century;wiek
ceramic;ceramiczny
cereal;zboże
cerebral;intelektualny
ceremonial;obrzędowy
ceremonious;ceremonialny
ceremony;ceremonia
cert.;świadectwo
certain;pewny
certainly;na pewno
certainty;pewność
certificate;zaświadczenie
certitude;pewność
cessation;zaprzestanie
Ceylon;Cejlon
cf.;por.
ch.;rozdział
chafe;ocierać się
chaff;plewy
chain;łańcuch
chain-smoke;palić jednego za drugim
chair;krzesło
chairman;przewodniczący
chairperson;przewodniczący
chairwoman;przewodnicząca
chalet;domek
chalk;kreda
chalky;kredowy
challenge;wyzywać
challenger;rywal
challenging;stanowiący wyzwanie
chamber;sala
chambermaid;pokojówka
chameleon;kameleon
chamois;kozica
champagne;szampan
champion;zwycięzca
championship;mistrzostwa
chance;szansa
chancellor;kanclerz
chandelier;kandelabr
changeable;zmienny
changeover;zmiana
channel;kanał
chant;zaśpiew
chaos;chaos
chaotic;chaotyczny
chap;facet
chap.;rozdział
chapel;kaplica
chaperon;przyzwoitka
chaplain;kapelan
chapped;spierzchnięty
chapter;rozdział
character;charakter
characteristic;typowy
characterize;charakteryzować
charade;farsa
charcoal;węgiel drzewny
charge;liczyć
chariot;rydwan
charisma;charyzmat
charismatic;charyzmatyczny
charitable;uprzejmy
charity;dobroczynność
charlatan;szarlatan
charm;wdzięk
charming;czarujący
charred;osmalony
chart;wykres
charter;statut
chartered;dyplomowany
chase;pościg
chasm;rozpadlina
chaste;czysty
chasten;kajać się
chastise;besztać
chastity;czystość
chat;gawędzić
château;dwór
chatter;trajkotać
chatterbox;gaduła
chatty;rozmowny
chauffeur;kierowca
chauvinism;szowinizm
chauvinist;szowinista
cheap;tani
cheat;oszukiwać
checkers;warcaby
checkmate;szach i mat
checkout;kasa
checkpoint;punkt kontroli
checkroom;szatnia
check-up;kontrola
cheek;policzek
cheekbone;kość policzkowa
cheeky;bezczelny
